Your comment line - do NOT delete this line
X-pos [m], Y-pos [m], Voltage [V]
0.0315		-0.0119999		0.000101328
0.03145		-0.0119999		0.000102282
0.0314		-0.0119999		0.00010109
0.03135		-0.0119999		9.98979e-05
0.0313		-0.0119999		9.9421e-05
0.03125		-0.0119999		9.84673e-05
0.0312		-0.0119999		9.87058e-05
0.03115		-0.0119999		9.72752e-05
0.0311		-0.0119999		9.84673e-05
0.03105		-0.0119999		9.56063e-05
0.031		-0.0119999		9.58447e-05
0.03095		-0.0119999		9.656e-05
0.0309		-0.0119999		9.44142e-05
0.03085		-0.0119999		9.34605e-05
0.0308		-0.0119999		9.41758e-05
0.03075		-0.0119999		9.41758e-05
0.0307		-0.0119999		9.34605e-05
0.03065		-0.0119999		9.46526e-05
0.0306		-0.0119999		9.63216e-05
0.03055		-0.0119999		9.84673e-05
0.0305		-0.0119999		0.000100613
0.03045		-0.0119999		0.000102044
0.0304		-0.0119999		0.000107289
0.03035		-0.0119999		0.000112296
0.0303		-0.0119999		0.000116826
0.03025		-0.0119999		0.000126124
0.0302		-0.0119999		0.000132323
0.03015		-0.0119999		0.000141145
0.0301		-0.0119999		0.000146628
0.03005		-0.0119999		0.000155688
0.03		-0.0119999		0.000160695
0.02995		-0.0119999		0.000158311
0.0299		-0.0119999		0.00015998
0.02985		-0.0119999		0.000158311
0.0298		-0.0119999		0.00015235
0.02975		-0.0119999		0.000147105
0.0297		-0.0119999		0.0001359
0.02965		-0.0119999		0.000129462
0.0296		-0.0119999		0.000121594
0.02955		-0.0119999		0.000112772
0.0295		-0.0119999		0.000106812
0.02945		-0.0119999		0.00010109
0.0294		-0.0119999		9.72752e-05
0.02935		-0.0119999		9.39374e-05
0.0293		-0.0119999		9.01227e-05
0.02925		-0.0119999		8.89306e-05
0.0292		-0.0119999		8.79769e-05
0.02915		-0.0119999		8.15396e-05
0.0291		-0.0119999		8.36854e-05
0.02905		-0.0119999		8.22549e-05
0.029		-0.0119999		8.41622e-05
0.02895		-0.0119999		8.10628e-05
0.0289		-0.0119999		8.05859e-05
0.02885		-0.0119999		8.22549e-05
0.0288		-0.0119999		8.22549e-05
0.02875		-0.0119999		8.08244e-05
0.0287		-0.0119999		7.96323e-05
0.02865		-0.0119999		8.24933e-05
0.0286		-0.0119999		8.08244e-05
0.02855		-0.0119999		8.08244e-05
0.0285		-0.0119999		8.39238e-05
