Your comment line - do NOT delete this line
Col 0: Axis index
Col 1: S_path [m]
Col 2: Max voltage X-pos[m]
Col 3: Max voltage Y-pos[m]
Col 4: Max voltage [V]
Col 5: Full width half maximum (FWHM) [m]

Col 0	Col 1	Col 2	Col 3	Col 4	Col 5
0	0	0.0328	-0.007	0.00302221	0.000757725944366
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.0005	0.0328	-0.0075	0.00299169	0.00073063798653
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.0005	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.001	0.0328	-0.008	0.0024655	0.000690600801797
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.0005	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.001	0.0328	-0.008	0.0024655	0.000690600801797
3	0.0014999	0.0328	-0.0084999	0.00167347	0.000705754547552
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.0005	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.001	0.0328	-0.008	0.0024655	0.000690600801797
3	0.0014999	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.0019999	0.0328	-0.0089999	0.000986584	0.0007201711104
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.0005	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.001	0.0328	-0.008	0.0024655	0.000690600801797
3	0.0014999	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.0019999	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.0024999	0.0328	-0.0094999	0.00072122	0.000731368733817
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499971289167	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999942578334	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149981387324	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199978516241	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249975645158	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300026355796	0.03285	-0.0099999	0.000553135	0.000750060496407
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499872025884	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999744051768	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149951610325	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199938812913	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249926015501	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300026336496	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350136654932	0.0329	-0.0105	0.000395061	0.000766730187794
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499988869587	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999977739173	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149986661099	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199985548057	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249984435016	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300016684063	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350058932888	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399957733581	0.03275	-0.011	0.000286819	0.000787930005783
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499979312866	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999958625733	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149983794274	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.0019998172556	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249979656847	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300023070774	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350076484287	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399937967653	0.03275	-0.011	0.000286819	0.000787930005783
9	0.0045002686422	0.03285	-0.0115	0.000341179	0.000751188310388
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499974976629	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999949953259	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149982493489	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199979991152	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249977488815	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300025009217	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350082529119	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399929958564	0.03275	-0.011	0.000286819	0.000787930005783
9	0.00450027501706	0.03285	-0.0115	0.000341179	0.000751188310388
10	0.00500014999869	0.03285	-0.0119999	0.000389816	0.000728890610567
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499974277382	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999948554765	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149982283729	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199979711467	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249977139206	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300025283762	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350083427803	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399928705088	0.03275	-0.011	0.000286819	0.000787930005783
9	0.00450027566462	0.03285	-0.0115	0.000341179	0.000751188310388
10	0.00500014994715	0.03285	-0.0119999	0.000389816	0.000728890610567
11	0.00550012422453	0.03285	-0.0124999	0.000318291	0.000737705917897
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499975532857	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999951065714	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149982660346	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199980213632	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249977766918	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300024783871	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350081800336	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399930962618	0.03275	-0.011	0.000286819	0.000787930005783
9	0.00450027443239	0.03285	-0.0115	0.000341179	0.000751188310388
10	0.00500014997014	0.03285	-0.0119999	0.000389816	0.000728890610567
11	0.005500125503	0.03285	-0.0124999	0.000318291	0.000737705917897
12	0.00600010103586	0.03285	-0.0129999	0.000219584	0.000732372530671
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.00049997766201	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999955324019	0.0328	-0.008	0.0024655	0.000690600801797
3	0.0014998329905	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199981065251	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249978831452	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300023860208	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350078888517	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399934867052	0.03275	-0.011	0.000286819	0.000787930005783
9	0.00450027158364	0.03285	-0.0115	0.000341179	0.000751188310388
10	0.00500014925012	0.03285	-0.0119999	0.000389816	0.000728890610567
11	0.00550012691213	0.03285	-0.0124999	0.000318291	0.000737705917897
12	0.00600010457414	0.03285	-0.0129999	0.000219584	0.000732372530671
13	0.00650008223615	0.03285	-0.0134999	0.000133992	0.000738546106341
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499980063048	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999960126096	0.0328	-0.008	0.0024655	0.000690600801797
3	0.00149984019313	0.0328	-0.0084999	0.00167347	0.000705754547552
4	0.00199982025618	0.0328	-0.0089999	0.000986584	0.0007201711104
5	0.00249980031923	0.0328	-0.0094999	0.00072122	0.000731368733817
6	0.00300022688597	0.03285	-0.0099999	0.000553135	0.000750060496407
7	0.00350075344872	0.0329	-0.0105	0.000395061	0.000766730187794
8	0.00399939400069	0.03275	-0.011	0.000286819	0.000787930005783
9	0.00450026707112	0.03285	-0.0115	0.000341179	0.000751188310388
10	0.00500014713816	0.03285	-0.0119999	0.000389816	0.000728890610567
11	0.00550012720121	0.03285	-0.0124999	0.000318291	0.000737705917897
12	0.00600010726425	0.03285	-0.0129999	0.000219584	0.000732372530671
13	0.0065000873273	0.03285	-0.0134999	0.000133992	0.000738546106341
14	0.00700006739035	0.03285	-0.0139999	0.000102282	0.000731379717448
0	0.0	0.0328	-0.007	0.00302221	0.000757725944366
1	0.000499982428923	0.0328	-0.0075	0.00299169	0.00073063798653
2	0.000999964857845	0.0328	-0.008	0.0024655	0.000690600801797
