Your comment line - do NOT delete this line
Col 0: X-pos [m]
Col 1: Y-pos [m]
Col 2: Voltage [V]

Col 0		Col 1		Col 2
0.0315		-0.013		0.000132562
0.03145		-0.013		0.000107289
0.0314		-0.013		0.000109196
0.03135		-0.013		0.000112534
0.0313		-0.013		0.000114918
0.03125		-0.013		0.000131131
0.0312		-0.013		0.000209809
0.03115		-0.013		0.000439646
0.0311		-0.013		0.00100613
0.03105		-0.013		0.00198843
0.031		-0.013		0.00328018
0.03095		-0.013		0.00461105
0.0309		-0.013		0.0055733
0.03085		-0.013		0.00600198
0.0308		-0.013		0.00591472
0.03075		-0.013		0.00536254
0.0307		-0.013		0.00446036
0.03065		-0.013		0.0032611
0.0306		-0.013		0.00197031
0.03055		-0.013		0.000899319
0.0305		-0.013		0.000367643
0.03045		-0.013		0.000183583
0.0304		-0.013		0.000133038
0.03035		-0.013		0.000120163
0.0303		-0.013		0.000115872
0.03025		-0.013		0.00011158
0.0302		-0.013		0.000108243
0.03015		-0.013		0.000109673
0.0301		-0.013		0.000107289
0.03005		-0.013		0.000107289
0.03		-0.013		0.000106812
0.03		-0.0134999		0.000100613
0.03005		-0.0134999		0.00010109
0.0301		-0.0134999		0.000102044
0.03015		-0.0134999		0.00010252
0.0302		-0.0134999		0.000102997
0.03025		-0.0134999		0.000104428
0.0303		-0.0134999		0.000105858
0.03035		-0.0134999		0.00011015
0.0304		-0.0134999		0.000116349
0.03045		-0.0134999		0.000144006
0.0305		-0.0134999		0.000244142
0.03055		-0.0134999		0.000519279
0.0306		-0.0134999		0.00104142
0.03065		-0.0134999		0.00150157
0.0307		-0.0134999		0.00201274
0.03075		-0.0134999		0.0024481
0.0308		-0.0134999		0.00274278
0.03085		-0.0134999		0.00283481
0.0309		-0.0134999		0.00264408
0.03095		-0.0134999		0.00218441
0.031		-0.0134999		0.00147486
0.03105		-0.0134999		0.000928883
0.0311		-0.0134999		0.000553612
0.03115		-0.0134999		0.00030327
0.0312		-0.0134999		0.000177861
0.03125		-0.0134999		0.000123979
0.0313		-0.0134999		0.000107289
0.03135		-0.0134999		0.00010109
0.0314		-0.0134999		0.000101567
0.03145		-0.0134999		0.000101567
0.0315		-0.0134999		9.96594e-05
0.0315		-0.0139999		9.63216e-05
0.03145		-0.0139999		9.63216e-05
0.0314		-0.0139999		9.79905e-05
0.03135		-0.0139999		9.89442e-05
0.0313		-0.0139999		0.000101805
0.03125		-0.0139999		0.000110865
0.0312		-0.0139999		0.000143529
0.03115		-0.0139999		0.000233174
0.0311		-0.0139999		0.000421526
0.03105		-0.0139999		0.000758175
0.031		-0.0139999		0.00119305
0.03095		-0.0139999		0.00160266
0.0309		-0.0139999		0.00188876
0.03085		-0.0139999		0.00205518
0.0308		-0.0139999		0.00207473
