Your comment line - do NOT delete this line
Col 0: Axis index
Col 1: S_path [m]
Col 2: Max voltage X-pos[m]
Col 3: Max voltage Y-pos[m]
Col 4: Max voltage [V]
Col 5: Full width half maximum (FWHM) [m]

Col 0	Col 1	Col 2	Col 3	Col 4	Col 5
0	0	-0.002	-0.004	6.92534e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110453610172	-0.0009	-0.0041	1.06712e-05	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110436527403	-0.0009	-0.0041	1.06712e-05	0
2	0.00270738895614	0.0007	-0.0041999	5.51532e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110452801719	-0.0009	-0.0041	1.06712e-05	0
2	0.00270681636086	0.0007	-0.0041999	5.51532e-06	0
3	0.00299603424002	0.0004	-0.0043	5.18377e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110037133904	-0.0009	-0.0041	1.06712e-05	0
2	0.00270073870306	0.0007	-0.0041999	5.51532e-06	0
3	0.00300035691661	0.0004	-0.0043	5.18377e-06	0
4	0.00589995719064	-0.0025	-0.0043999	6.79868e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110138436163	-0.0009	-0.0041	1.06712e-05	0
2	0.00270271022821	0.0007	-0.0041999	5.51532e-06	0
3	0.00300116479798	0.0004	-0.0043	5.18377e-06	0
4	0.00589932606358	-0.0025	-0.0043999	6.79868e-06	0
5	0.00790060785165	-0.0005	-0.0044999	6.60124e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110072977111	-0.0009	-0.0041	1.06712e-05	0
2	0.00270144427641	0.0007	-0.0041999	5.51532e-06	0
3	0.00300067313206	0.0004	-0.0043	5.18377e-06	0
4	0.00589982808961	-0.0025	-0.0043999	6.79868e-06	0
5	0.00790053175329	-0.0005	-0.0044999	6.60124e-06	0
6	0.00839975480729	-0.001	-0.0046	7.25131e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.0011028004208	-0.0009	-0.0041	1.06712e-05	0
2	0.00270529826733	0.0007	-0.0041999	5.51532e-06	0
3	0.00300165686381	0.0004	-0.0043	5.18377e-06	0
4	0.00589646697507	-0.0025	-0.0043999	6.79868e-06	0
5	0.00789872898743	-0.0005	-0.0044999	6.60124e-06	0
6	0.00839496793758	-0.001	-0.0046	7.25131e-06	0
7	0.00919794436939	-0.0002	-0.0046999	6.6981e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00109877730328	-0.0009	-0.0041	1.06712e-05	0
2	0.00269752269514	0.0007	-0.0041999	5.51532e-06	0
3	0.00299865396993	0.0004	-0.0043	5.18377e-06	0
4	0.00589961102558	-0.0025	-0.0043999	6.79868e-06	0
5	0.00789832881836	-0.0005	-0.0044999	6.60124e-06	0
6	0.00839944686859	-0.001	-0.0046	7.25131e-06	0
7	0.00919824515867	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106992970861	-0.0017	-0.0048	6.68134e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110376297027	-0.0009	-0.0041	1.06712e-05	0
2	0.00270681210351	0.0007	-0.0041999	5.51532e-06	0
3	0.00300105996861	0.0004	-0.0043	5.18377e-06	0
4	0.00589163419741	-0.0025	-0.0043999	6.79868e-06	0
5	0.00789412184008	-0.0005	-0.0044999	6.60124e-06	0
6	0.00838808629905	-0.001	-0.0046	7.25131e-06	0
7	0.00919226905682	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106848164851	-0.0017	-0.0048	6.68134e-06	0
9	0.0129868790186	0.0006	-0.0049	5.63639e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00110428135802	-0.0009	-0.0041	1.06712e-05	0
2	0.00270735973219	0.0007	-0.0041999	5.51532e-06	0
3	0.00299972246227	0.0004	-0.0043	5.18377e-06	0
4	0.00588587944787	-0.0025	-0.0043999	6.79868e-06	0
5	0.00788800787784	-0.0005	-0.0044999	6.60124e-06	0
6	0.00837989217947	-0.001	-0.0046	7.25131e-06	0
7	0.00918488426746	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106743764268	-0.0017	-0.0048	6.68134e-06	0
9	0.0129757872141	0.0006	-0.0049	5.63639e-06	0
10	0.01396648927	-0.0004	-0.0049999	7.40404e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00109503124116	-0.0009	-0.0041	1.06712e-05	0
2	0.00268965403266	0.0007	-0.0041999	5.51532e-06	0
3	0.00299347182226	0.0004	-0.0043	5.18377e-06	0
4	0.00589513643277	-0.0025	-0.0043999	6.79868e-06	0
5	0.00788942515433	-0.0005	-0.0044999	6.60124e-06	0
6	0.00839307793957	-0.001	-0.0046	7.25131e-06	0
7	0.0091883607485	-0.0002	-0.0046999	6.6981e-06	0
8	0.010691188512	-0.0017	-0.0048	6.68134e-06	0
9	0.012985229727	0.0006	-0.0049	5.63639e-06	0
10	0.0139884618789	-0.0004	-0.0049999	7.40404e-06	0
11	0.016690295555	-0.0031	-0.0050999	7.5959e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00109299274421	-0.0009	-0.0041	1.06712e-05	0
2	0.00268526097022	0.0007	-0.0041999	5.51532e-06	0
3	0.00299022985247	0.0004	-0.0043	5.18377e-06	0
4	0.00589139234975	-0.0025	-0.0043999	6.79868e-06	0
5	0.00788307123862	-0.0005	-0.0044999	6.60124e-06	0
6	0.00838774815301	-0.001	-0.0046	7.25131e-06	0
7	0.00918118425044	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106844013256	-0.0017	-0.0048	6.68134e-06	0
9	0.0129756422627	0.0006	-0.0049	5.63639e-06	0
10	0.0139795784545	-0.0004	-0.0049999	7.40404e-06	0
11	0.0166810383211	-0.0031	-0.0050999	7.5959e-06	0
12	0.0185728577925	-0.0012	-0.0052	7.66298e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00108061945544	-0.0009	-0.0041	1.06712e-05	0
2	0.00265778435221	0.0007	-0.0041999	5.51532e-06	0
3	0.00296747097412	0.0004	-0.0043	5.18377e-06	0
4	0.00585910925742	-0.0025	-0.0043999	6.79868e-06	0
5	0.00783348934887	-0.0005	-0.0044999	6.60124e-06	0
6	0.00834178944545	-0.001	-0.0046	7.25131e-06	0
7	0.00912450044354	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106258679135	-0.0017	-0.0048	6.68134e-06	0
9	0.0128981682169	0.0006	-0.0049	5.63639e-06	0
10	0.0139029784909	-0.0004	-0.0049999	7.40404e-06	0
11	0.0165960150541	-0.0031	-0.0050999	7.5959e-06	0
12	0.0184710766536	-0.0012	-0.0052	7.66298e-06	0
13	0.0206675795302	-0.0034	-0.0053	5.84315e-06	0
0	0.0	-0.002	-0.004	6.92534e-06	0
1	0.00109448751785	-0.0009	-0.0041	1.06712e-05	0
2	0.00268848821908	0.0007	-0.0041999	5.51532e-06	0
3	0.00299262963753	0.0004	-0.0043	5.18377e-06	0
4	0.00589420770101	-0.0025	-0.0043999	6.79868e-06	0
5	0.00788781097181	-0.0005	-0.0044999	6.60124e-06	0
6	0.00839175589091	-0.001	-0.0046	7.25131e-06	0
7	0.00918654258952	-0.0002	-0.0046999	6.6981e-06	0
8	0.0106895050119	-0.0017	-0.0048	6.68134e-06	0
9	0.0129828135337	0.0006	-0.0049	5.63639e-06	0
10	0.0139862583409	-0.0004	-0.0049999	7.40404e-06	0
11	0.0166880373355	-0.0031	-0.0050999	7.5959e-06	0
12	0.0185817344242	-0.0012	-0.0052	7.66298e-06	0
13	0.0207840046672	-0.0034	-0.0053	5.84315e-06	0
14	0.0250753481955	0.0009	-0.0054	6.31998e-06	0
