Your comment line - do NOT delete this line
Col 0: Axis index
Col 1: S_path [m]
Col 2: Max voltage X-pos[m]
Col 3: Max voltage Y-pos[m]
Col 4: Max voltage [V]
Col 5: Full width half maximum (FWHM) [m]

Col 0	Col 1	Col 2	Col 3	Col 4	Col 5
0	0	0.0	0.0	0.000112623	0
0	0.0	0.0	0.0	0.000112623	0
1	0.0001	0.0	-0.0001	9.65898e-05	0.000458335581129
0	0.0	0.0	0.0	0.000112623	0
1	0.0001	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.0001999	0.0	-0.0001999	8.24635e-05	0.000401195904388
0	0.0	0.0	0.0	0.000112623	0
1	0.0001	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.0001999	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.0002999	0.0	-0.0002999	7.4089e-05	0.000402455515808
0	0.0	0.0	0.0	0.000112623	0
1	0.0001	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.0001999	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.0002999	0.0	-0.0002999	7.4089e-05	0.000402455515808
4	0.0003999	0.0	-0.0003999	5.06642e-05	0.000527667484828
0	0.0	0.0	0.0	0.000112623	0
1	0.0001	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.0001999	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.0002999	0.0	-0.0002999	7.4089e-05	0.000402455515808
4	0.0003999	0.0	-0.0003999	5.06642e-05	0.000527667484828
5	0.0005	0.0	-0.0005	3.05774e-05	0
0	0.0	0.0	0.0	0.000112623	0
1	9.7430744354e-05	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.000194764057964	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.000292194802318	0.0	-0.0002999	7.4089e-05	0.000402455515808
4	0.000389625546672	0.0	-0.0003999	5.06642e-05	0.000527667484828
5	0.00048715372177	0.0	-0.0005	3.05774e-05	0
6	0.000629531460323	0.0002	-0.0005999	2.4289e-05	0.00110213826851
0	0.0	0.0	0.0	0.000112623	0
1	9.43602758676e-05	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.000188626191459	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.000282986467327	0.0	-0.0002999	7.4089e-05	0.000402455515808
4	0.000377346743195	0.0	-0.0003999	5.06642e-05	0.000527667484828
5	0.000471801379338	0.0	-0.0005	3.05774e-05	0
6	0.000499851334975	0.0002	-0.0005999	2.4289e-05	0.00110213826851
7	0.000792859490707	-0.0004	-0.0006999	1.69874e-05	0
0	0.0	0.0	0.0	0.000112623	0
1	9.38874582168e-05	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.000187681028975	0.0	-0.0001999	8.24635e-05	0.000401195904388
3	0.000281568487192	0.0	-0.0002999	7.4089e-05	0.000402455515808
4	0.000375455945409	0.0	-0.0003999	5.06642e-05	0.000527667484828
5	0.000469437291084	0.0	-0.0005	3.05774e-05	0
6	0.000494378986353	0.0002	-0.0005999	2.4289e-05	0.00110213826851
7	0.000794822071038	-0.0004	-0.0006999	1.69874e-05	0
8	0.000819857653765	-0.0002	-0.0007999	1.18614e-05	0
0	0.0	0.0	0.0	0.000112623	0
1	8.96392392673e-05	0.0	-0.0001	9.65898e-05	0.000458335581129
2	0.000179188839295	0.0	-0.0001999	8.24635e-05	0.000401195904388
