Your edit line - do NOT delete this line
Wavelength [nm], Voltage [mV], Raw output [bit step], Elapsed time [s]
900.0	821.114369501	168	5.15599989891
900.0	713.587487781	146	5.35899996758
900.0	650.048875855	133	5.56299996376
900.0	615.835777126	126	5.76600003242
900.0	596.285434995	122	5.96899986267
900.0	581.622678397	119	6.17199993134
900.0	566.959921799	116	6.375
900.0	566.959921799	116	6.57800006866
900.0	566.959921799	116	6.78099989891
900.0	571.847507331	117	6.98399996758
900.0	566.959921799	116	7.18799996376
900.0	562.072336266	115	7.39100003242
900.0	562.072336266	115	7.59399986267
900.0	571.847507331	117	7.79699993134
900.0	576.735092864	118	8.0
910.0	586.51026393	120	8.375
910.0	606.060606061	124	8.57800006866
910.0	620.723362659	127	8.78099989891
910.0	630.498533724	129	8.98399996758
910.0	640.27370479	131	9.18799996376
910.0	645.161290323	132	9.39100003242
910.0	650.048875855	133	9.59399986267
910.0	650.048875855	133	9.79699993134
910.0	645.161290323	132	10.0
910.0	645.161290323	132	10.2030000687
910.0	645.161290323	132	10.4059998989
910.0	645.161290323	132	10.6089999676
910.0	640.27370479	131	10.8129999638
910.0	640.27370479	131	11.0160000324
910.0	640.27370479	131	11.2189998627
920.0	645.161290323	132	11.5939998627
920.0	674.486803519	138	11.7969999313
920.0	698.924731183	143	12.0
920.0	713.587487781	146	12.2030000687
920.0	718.475073314	147	12.4059998989
920.0	723.362658847	148	12.6089999676
920.0	718.475073314	147	12.8129999638
920.0	718.475073314	147	13.0160000324
920.0	718.475073314	147	13.2189998627
920.0	718.475073314	147	13.4219999313
920.0	723.362658847	148	13.625
920.0	728.250244379	149	13.8280000687
920.0	718.475073314	147	14.0309998989
920.0	713.587487781	146	14.2339999676
920.0	723.362658847	148	14.4379999638
930.0	733.137829912	150	14.8129999638
930.0	767.350928641	157	15.0160000324
930.0	786.901270772	161	15.2189998627
930.0	796.676441838	163	15.4219999313
930.0	806.451612903	165	15.625
930.0	801.56402737	164	15.8280000687
930.0	801.56402737	164	16.0309998989
930.0	796.676441838	163	16.2339999676
930.0	801.56402737	164	16.4379999638
930.0	796.676441838	163	16.6410000324
930.0	801.56402737	164	16.8439998627
930.0	801.56402737	164	17.0469999313
930.0	801.56402737	164	17.25
930.0	806.451612903	165	17.4530000687
930.0	806.451612903	165	17.6559998989
940.0	811.339198436	166	18.0160000324
940.0	845.552297165	173	18.2189998627
940.0	865.102639296	177	18.4219999313
940.0	879.765395894	180	18.625
940.0	889.54056696	182	18.8280000687
940.0	894.428152493	183	19.0309998989
940.0	894.428152493	183	19.2339999676
940.0	894.428152493	183	19.4379999638
940.0	889.54056696	182	19.6410000324
940.0	894.428152493	183	19.8439998627
940.0	894.428152493	183	20.0469999313
940.0	889.54056696	182	20.25
940.0	889.54056696	182	20.4530000687
940.0	889.54056696	182	20.6559998989
940.0	889.54056696	182	20.8589999676
950.0	904.203323558	185	21.2189998627
950.0	933.528836755	191	21.4219999313
950.0	957.966764418	196	21.625
950.0	972.629521017	199	21.8280000687
950.0	967.741935484	198	22.0309998989
950.0	972.629521017	199	22.2339999676
950.0	972.629521017	199	22.4379999638
950.0	982.404692082	201	22.6410000324
950.0	982.404692082	201	22.8439998627
950.0	982.404692082	201	23.0469999313
950.0	977.517106549	200	23.25
950.0	972.629521017	199	23.4530000687
950.0	977.517106549	200	23.6559998989
950.0	977.517106549	200	23.8589999676
950.0	972.629521017	199	24.0629999638
960.0	992.179863148	203	24.4219999313
960.0	1016.61779081	208	24.625
960.0	1041.05571848	213	24.8280000687
960.0	1055.71847507	216	25.0309998989
960.0	1060.60606061	217	25.2339999676
960.0	1070.38123167	219	25.4379999638
960.0	1070.38123167	219	25.6410000324
960.0	1075.2688172	220	25.8439998627
960.0	1075.2688172	220	26.0469999313
960.0	1080.15640274	221	26.25
960.0	1075.2688172	220	26.4530000687
960.0	1075.2688172	220	26.6559998989
960.0	1070.38123167	219	26.8589999676
960.0	1075.2688172	220	27.0629999638
960.0	1080.15640274	221	27.2660000324
970.0	1094.81915934	224	27.625
970.0	1129.03225806	231	27.8280000687
970.0	1148.5826002	235	28.0309998989
970.0	1153.47018573	236	28.2339999676
970.0	1153.47018573	236	28.4379999638
970.0	1158.35777126	237	28.6410000324
970.0	1168.13294233	239	28.8439998627
970.0	1163.24535679	238	29.0469999313
970.0	1163.24535679	238	29.25
970.0	1168.13294233	239	29.4530000687
970.0	1168.13294233	239	29.6559998989
970.0	1163.24535679	238	29.8589999676
970.0	1168.13294233	239	30.0629999638
970.0	1163.24535679	238	30.2660000324
970.0	1163.24535679	238	30.4689998627
980.0	1177.90811339	241	30.8280000687
980.0	1212.12121212	248	31.0309998989
980.0	1236.55913978	253	31.2339999676
980.0	1246.33431085	255	31.4379999638
980.0	1256.10948192	257	31.6410000324
980.0	1256.10948192	257	31.8439998627
980.0	1260.99706745	258	32.0469999313
980.0	1260.99706745	258	32.25
980.0	1260.99706745	258	32.4530000687
980.0	1265.88465298	259	32.6559998989
980.0	1260.99706745	258	32.8589999676
980.0	1265.88465298	259	33.0629999638
980.0	1265.88465298	259	33.2660000324
980.0	1265.88465298	259	33.4689998627
980.0	1265.88465298	259	33.6719999313
990.0	1280.54740958	262	34.0309998989
990.0	1324.53567937	271	34.2339999676
990.0	1344.08602151	275	34.4379999638
990.0	1353.86119257	277	34.6410000324
990.0	1363.63636364	279	34.8439998627
990.0	1363.63636364	279	35.0469999313
990.0	1368.52394917	280	35.25
990.0	1373.4115347	281	35.4530000687
990.0	1373.4115347	281	35.6559998989
