Your comment line - do NOT delete this line
Col 0: X-pos [m]
Col 1: Y-pos [m]
Col 2: Voltage [V]

Col 0		Col 1		Col 2
0.0322		-0.0009		4.57766e-05
0.03215		-0.0009		2.0981e-05
0.0321		-0.0009		2.47956e-05
0.03205		-0.0009		3.81472e-05
0.032		-0.0009		7.24797e-05
0.03195		-0.0009		0.000185967
0.0319		-0.0009		0.000607494
0.03185		-0.0009		0.00119305
0.0318		-0.0009		0.00210382
0.03175		-0.0009		0.0033188
0.0317		-0.0009		0.00445655
0.03165		-0.0009		0.00569823
0.0316		-0.0009		0.00622275
0.03155		-0.0009		0.00627616
0.0315		-0.0009		0.00583938
0.03145		-0.0009		0.00508884
0.0314		-0.0009		0.00395969
0.03135		-0.0009		0.00230218
0.0313		-0.0009		0.000893597
0.03125		-0.0009		0.000307085
0.0312		-0.0009		8.01091e-05
0.03115		-0.0009		3.52862e-05
0.0311		-0.0009		2.86103e-05
0.03105		-0.0009		2.28883e-05
0.031		-0.0009		1.90736e-05
0.03095		-0.0009		1.71663e-05
0.0309		-0.0009		1.71663e-05
0.03085		-0.0009		1.52589e-05
0.0308		-0.0009		1.62126e-05
0.0308		-0.00095		1.52589e-05
0.03085		-0.00095		1.71663e-05
0.0309		-0.00095		1.71663e-05
0.03095		-0.00095		1.81199e-05
0.031		-0.00095		1.81199e-05
0.03105		-0.00095		2.19346e-05
0.0311		-0.00095		2.57493e-05
0.03115		-0.00095		3.33788e-05
0.0312		-0.00095		5.43597e-05
0.03125		-0.00095		0.000221253
0.0313		-0.00095		0.000679974
0.03135		-0.00095		0.00192261
0.0314		-0.00095		0.00364114
0.03145		-0.00095		0.00511363
0.0315		-0.00095		0.00595477
0.03155		-0.00095		0.00635341
0.0316		-0.00095		0.00656417
0.03165		-0.00095		0.0061827
0.0317		-0.00095		0.00503352
0.03175		-0.00095		0.00378515
0.0318		-0.00095		0.00248338
0.03185		-0.00095		0.00145341
0.0319		-0.00095		0.00077248
0.03195		-0.00095		0.000265123
0.032		-0.00095		9.63216e-05
0.03205		-0.00095		4.38693e-05
0.0321		-0.00095		2.86103e-05
0.03215		-0.00095		1.90736e-05
0.0322		-0.00095		1.90736e-05
0.0322		-0.0009999		1.90736e-05
0.03215		-0.0009999		2.19346e-05
0.0321		-0.0009999		2.57493e-05
0.03205		-0.0009999		3.52862e-05
0.032		-0.0009999		7.62944e-05
0.03195		-0.0009999		0.000201226
0.0319		-0.0009999		0.000593189
0.03185		-0.0009999		0.00121117
0.0318		-0.0009999		0.0021887
0.03175		-0.0009999		0.00355817
0.0317		-0.0009999		0.00484756
0.03165		-0.0009999		0.00615028
0.0316		-0.0009999		0.00667003
0.03155		-0.0009999		0.00662616
0.0315		-0.0009999		0.00625709
0.03145		-0.0009999		0.00550178
0.0314		-0.0009999		0.0041714
0.03135		-0.0009999		0.00231077
0.0313		-0.0009999		0.000886921
0.03125		-0.0009999		0.000302317
0.0312		-0.0009999		8.10628e-05
0.03115		-0.0009999		3.71935e-05
0.0311		-0.0009999		2.86103e-05
0.03105		-0.0009999		2.28883e-05
0.031		-0.0009999		2.19346e-05
0.03095		-0.0009999		1.71663e-05
0.0309		-0.0009999		1.71663e-05
0.03085		-0.0009999		1.71663e-05
0.0308		-0.0009999		1.71663e-05
0.0308		-0.0010499		1.52589e-05
0.03085		-0.0010499		1.71663e-05
0.0309		-0.0010499		1.90736e-05
0.03095		-0.0010499		2.00273e-05
0.031		-0.0010499		2.00273e-05
0.03105		-0.0010499		2.47956e-05
0.0311		-0.0010499		2.76567e-05
0.03115		-0.0010499		3.52862e-05
0.0312		-0.0010499		5.6267e-05
0.03125		-0.0010499		0.00021267
0.0313		-0.0010499		0.000677112
0.03135		-0.0010499		0.0018797
0.0314		-0.0010499		0.00380136
0.03145		-0.0010499		0.00532344
0.0315		-0.0010499		0.00626948
0.03155		-0.0010499		0.00671104
0.0316		-0.0010499		0.0068455
0.03165		-0.0010499		0.0063763
0.0317		-0.0010499		0.00516132
0.03175		-0.0010499		0.00397494
0.0318		-0.0010499		0.00258066
0.03185		-0.0010499		0.00143433
0.0319		-0.0010499		0.00071812
0.03195		-0.0010499		0.000283243
0.032		-0.0010499		0.000107766
0.03205		-0.0010499		4.67303e-05
0.0321		-0.0010499		3.14715e-05
0.03215		-0.0010499		2.3842e-05
0.0322		-0.0010499		1.90736e-05
0.0322		-0.0010999		2.00273e-05
0.03215		-0.0010999		2.3842e-05
0.0321		-0.0010999		2.76567e-05
0.03205		-0.0010999		3.91009e-05
0.032		-0.0010999		7.62944e-05
0.03195		-0.0010999		0.000208856
0.0319		-0.0010999		0.000587467
0.03185		-0.0010999		0.00114728
0.0318		-0.0010999		0.00218393
0.03175		-0.0010999		0.00356294
0.0317		-0.0010999		0.004859
0.03165		-0.0010999		0.00612071
0.0316		-0.0010999		0.00671771
0.03155		-0.0010999		0.00679877
0.0315		-0.0010999		0.00649169
0.03145		-0.0010999		0.00568011
0.0314		-0.0010999		0.00428775
0.03135		-0.0010999		0.00231172
0.0313		-0.0010999		0.000890736
0.03125		-0.0010999		0.000294687
0.0312		-0.0010999		8.39238e-05
0.03115		-0.0010999		4.10082e-05
0.0311		-0.0010999		3.14715e-05
0.03105		-0.0010999		2.57493e-05
0.031		-0.0010999		2.3842e-05
0.03095		-0.0010999		2.19346e-05
0.0309		-0.0010999		1.90736e-05
0.03085		-0.0010999		1.90736e-05
0.0308		-0.0010999		1.81199e-05
0.0308		-0.0011499		1.71663e-05
0.03085		-0.0011499		1.71663e-05
0.0309		-0.0011499		1.90736e-05
0.03095		-0.0011499		2.0981e-05
0.031		-0.0011499		2.28883e-05
0.03105		-0.0011499		2.57493e-05
0.0311		-0.0011499		2.76567e-05
0.03115		-0.0011499		3.62399e-05
0.0312		-0.0011499		5.9128e-05
0.03125		-0.0011499		0.000210763
0.0313		-0.0011499		0.000672344
0.03135		-0.0011499		0.00192834
0.0314		-0.0011499		0.00391296
0.03145		-0.0011499		0.00556186
0.0315		-0.0011499		0.0065079
0.03155		-0.0011499		0.00693896
0.0316		-0.0011499		0.00700381
0.03165		-0.0011499		0.00660804
0.0317		-0.0011499		0.0053921
0.03175		-0.0011499		0.0041714
0.0318		-0.0011499		0.00266172
0.03185		-0.0011499		0.00140572
0.0319		-0.0011499		0.000720028
0.03195		-0.0011499		0.000267984
0.032		-0.0011499		0.00010109
0.03205		-0.0011499		5.0545e-05
0.0321		-0.0011499		3.24252e-05
0.03215		-0.0011499		2.47956e-05
0.0322		-0.0011499		2.19346e-05
0.0322		-0.0011999		2.0981e-05
0.03215		-0.0011999		2.19346e-05
0.0321		-0.0011999		3.05178e-05
0.03205		-0.0011999		4.48229e-05
0.032		-0.0011999		7.91554e-05
0.03195		-0.0011999		0.000196458
0.0319		-0.0011999		0.000569347
0.03185		-0.0011999		0.00121976
0.0318		-0.0011999		0.00242235
0.03175		-0.0011999		0.00393012
0.0317		-0.0011999		0.00526813
0.03165		-0.0011999		0.00665954
0.0316		-0.0011999		0.00726321
0.03155		-0.0011999		0.00729373
0.0315		-0.0011999		0.0068436
0.03145		-0.0011999		0.00607017
0.0314		-0.0011999		0.00455096
0.03135		-0.0011999		0.00237562
0.0313		-0.0011999		0.000908855
0.03125		-0.0011999		0.000305178
0.0312		-0.0011999		8.29701e-05
0.03115		-0.0011999		4.29156e-05
0.0311		-0.0011999		3.24252e-05
0.03105		-0.0011999		2.57493e-05
0.031		-0.0011999		2.3842e-05
0.03095		-0.0011999		2.0981e-05
0.0309		-0.0011999		2.19346e-05
0.03085		-0.0011999		2.0981e-05
0.0308		-0.0011999		1.90736e-05
