Your edit line - do NOT delete this line
Elapsed time [s], In pl ang. [dg], M[row,column], Voltage [V]
22.6150391102	10.0	M[1,1]	0.088954056696
26.5102329254	10.0	M[2,1]	0.0840664711632
30.3725779057	10.0	M[2,2]	0.0830889540567
34.2431139946	10.0	M[1,2]	0.0850439882698
38.4372780323	10.0	M[1,3]	0.0840664711632
42.3365340233	10.0	M[2,3]	0.0821114369501
46.5592849255	10.0	M[3,3]	0.0830889540567
50.7493259907	10.0	M[3,2]	0.0830889540567
54.632174015	10.0	M[3,1]	0.0821114369501
58.8222279549	10.0	M[3,0]	0.0850439882698
63.0244240761	10.0	M[2,0]	0.0850439882698
66.903288126	10.0	M[1,0]	0.0830889540567
71.1096730232	10.0	M[0,0]	0.0830889540567
75.3079400063	10.0	M[0,1]	0.080156402737
79.1907069683	10.0	M[0,2]	0.0850439882698
83.3930590153	10.0	M[0,3]	0.0830889540567
93.030673027	15.0	M[1,1]	0.0869990224829
96.9174261093	15.0	M[2,1]	0.0821114369501
100.800305128	15.0	M[2,2]	0.0830889540567
104.699580908	15.0	M[1,2]	0.0830889540567
108.893732071	15.0	M[1,3]	0.0860215053763
