Your edit line - do NOT delete this line
Elapsed time [s], Sampl ang. [dg], In pl ang. [dg], M[row,column], Voltage [V]
28.2768929005	50.0	10.0	M[1,1]	0.0830889540567
31.635491848	50.0	10.0	M[2,1]	0.080156402737
34.9981098175	50.0	10.0	M[2,2]	0.0860215053763
38.3116779327	50.0	10.0	M[1,2]	0.0821114369501
42.0716040134	50.0	10.0	M[1,3]	0.0811339198436
45.4138128757	50.0	10.0	M[2,3]	0.0830889540567
49.3335309029	50.0	10.0	M[3,3]	0.0821114369501
53.0074729919	50.0	10.0	M[3,2]	0.0840664711632
56.4439008236	50.0	10.0	M[3,1]	0.0811339198436
60.1669650078	50.0	10.0	M[3,0]	0.080156402737
63.8081679344	50.0	10.0	M[2,0]	0.0811339198436
67.1258308887	50.0	10.0	M[1,0]	0.080156402737
70.6932899952	50.0	10.0	M[0,0]	0.0791788856305
74.3631558418	50.0	10.0	M[0,1]	0.0811339198436
77.7913529873	50.0	10.0	M[0,2]	0.0830889540567
81.5882768631	50.0	10.0	M[0,3]	0.0821114369501
90.6440839767	50.0	15.0	M[1,1]	0.080156402737
94.0066969395	50.0	15.0	M[2,1]	0.0811339198436
97.4226617813	50.0	15.0	M[2,2]	0.0830889540567
100.748498917	50.0	15.0	M[1,2]	0.0860215053763
104.496195793	50.0	15.0	M[1,3]	0.0840664711632
107.846590996	50.0	15.0	M[2,3]	0.0860215053763
111.794947863	50.0	15.0	M[3,3]	0.0850439882698
115.452449799	50.0	15.0	M[3,2]	0.0821114369501
118.901205778	50.0	15.0	M[3,1]	0.0791788856305
122.640694857	50.0	15.0	M[3,0]	0.0840664711632
126.285974979	50.0	15.0	M[2,0]	0.0811339198436
129.607717991	50.0	15.0	M[1,0]	0.0811339198436
133.175202847	50.0	15.0	M[0,0]	0.0821114369501
136.881895781	50.0	15.0	M[0,1]	0.0840664711632
140.289638996	50.0	15.0	M[0,2]	0.0830889540567
144.033285856	50.0	15.0	M[0,3]	0.0811339198436
153.05633688	50.0	20.0	M[1,1]	0.0840664711632
156.410832882	50.0	20.0	M[2,1]	0.0811339198436
159.798045874	50.0	20.0	M[2,2]	0.0840664711632
163.115707874	50.0	20.0	M[1,2]	0.080156402737
166.863359928	50.0	20.0	M[1,3]	0.0791788856305
170.193300962	50.0	20.0	M[2,3]	0.080156402737
174.129397869	50.0	20.0	M[3,3]	0.080156402737
177.799256802	50.0	20.0	M[3,2]	0.080156402737
181.243865967	50.0	20.0	M[3,1]	0.0782013685239
184.938282013	50.0	20.0	M[3,0]	0.0791788856305
188.579482794	50.0	20.0	M[2,0]	0.0821114369501
191.897022009	50.0	20.0	M[1,0]	0.0821114369501
195.464604855	50.0	20.0	M[0,0]	0.0830889540567
199.167171001	50.0	20.0	M[0,1]	0.0860215053763
202.603626966	50.0	20.0	M[0,2]	0.0791788856305
206.375826836	50.0	20.0	M[0,3]	0.0821114369501
215.423536777	50.0	25.0	M[1,1]	0.0830889540567
218.769818783	50.0	25.0	M[2,1]	0.0811339198436
222.152977943	50.0	25.0	M[2,2]	0.0840664711632
225.495184898	50.0	25.0	M[1,2]	0.080156402737
229.255165815	50.0	25.0	M[1,3]	0.0762463343109
232.597386837	50.0	25.0	M[2,3]	0.0821114369501
236.537568808	50.0	25.0	M[3,3]	0.0830889540567
240.207396984	50.0	25.0	M[3,2]	0.0830889540567
243.643813848	50.0	25.0	M[3,1]	0.0811339198436
247.367018938	50.0	25.0	M[3,0]	0.080156402737
251.012182951	50.0	25.0	M[2,0]	0.0840664711632
254.321659803	50.0	25.0	M[1,0]	0.0860215053763
257.946396828	50.0	25.0	M[0,0]	0.0811339198436
261.5753479	50.0	25.0	M[0,1]	0.0811339198436
264.995311975	50.0	25.0	M[0,2]	0.0811339198436
268.853673935	50.0	25.0	M[0,3]	0.0811339198436
277.880838871	50.0	30.0	M[1,1]	0.0850439882698
281.223093987	50.0	30.0	M[2,1]	0.0811339198436
284.618492842	50.0	30.0	M[2,2]	0.0762463343109
287.94431591	50.0	30.0	M[1,2]	0.0821114369501
291.687911987	50.0	30.0	M[1,3]	0.0821114369501
295.021813869	50.0	30.0	M[2,3]	0.0772238514174
298.970307827	50.0	30.0	M[3,3]	0.0830889540567
302.652441978	50.0	30.0	M[3,2]	0.0850439882698
306.088773966	50.0	30.0	M[3,1]	0.0830889540567
309.787369967	50.0	30.0	M[3,0]	0.0782013685239
313.440849781	50.0	30.0	M[2,0]	0.0830889540567
316.762580872	50.0	30.0	M[1,0]	0.0850439882698
