Your edit line - do NOT delete this line
Elapsed time [s], In pl ang. [dg], M[row,column], Voltage [V]
27.8721599579	10.0	M[1,1]	0.088954056696
31.7549259663	10.0	M[2,1]	0.0811339198436
35.6172540188	10.0	M[2,2]	0.0811339198436
39.5001459122	10.0	M[1,2]	0.080156402737
43.6942918301	10.0	M[1,3]	0.0821114369501
47.5688788891	10.0	M[2,3]	0.0821114369501
51.7753639221	10.0	M[3,3]	0.080156402737
55.9653120041	10.0	M[3,2]	0.0879765395894
59.8317959309	10.0	M[3,1]	0.0860215053763
64.0301208496	10.0	M[3,0]	0.0860215053763
68.2405488491	10.0	M[2,0]	0.0860215053763
72.1235339642	10.0	M[1,0]	0.0772238514174
76.3339250088	10.0	M[0,0]	0.0840664711632
80.5362198353	10.0	M[0,1]	0.0860215053763
84.4068160057	10.0	M[0,2]	0.0821114369501
88.5844600201	10.0	M[0,3]	0.0860215053763
98.2096979618	15.0	M[1,1]	0.0850439882698
102.104831934	15.0	M[2,1]	0.0879765395894
105.975363016	15.0	M[2,2]	0.0850439882698
109.849989891	15.0	M[1,2]	0.0850439882698
114.064709902	15.0	M[1,3]	0.0850439882698
117.963968039	15.0	M[2,3]	0.0791788856305
122.170284986	15.0	M[3,3]	0.080156402737
126.368531942	15.0	M[3,2]	0.0850439882698
130.263583899	15.0	M[3,1]	0.0830889540567
134.466012001	15.0	M[3,0]	0.080156402737
138.676403999	15.0	M[2,0]	0.0850439882698
142.563446999	15.0	M[1,0]	0.0821114369501
146.765774012	15.0	M[0,0]	0.0850439882698
150.972127914	15.0	M[0,1]	0.0879765395894
154.863183022	15.0	M[0,2]	0.0899315738025
159.073638916	15.0	M[0,3]	0.0869990224829
168.698889971	20.0	M[1,1]	0.0860215053763
172.593909025	20.0	M[2,1]	0.0830889540567
176.480964899	20.0	M[2,2]	0.0791788856305
180.376024008	20.0	M[1,2]	0.0850439882698
184.574261904	20.0	M[1,3]	0.0850439882698
188.457187891	20.0	M[2,3]	0.0811339198436
192.655339003	20.0	M[3,3]	0.0821114369501
196.833108902	20.0	M[3,2]	0.0830889540567
200.711844921	20.0	M[3,1]	0.0821114369501
204.897769928	20.0	M[3,0]	0.0821114369501
209.104235888	20.0	M[2,0]	0.0811339198436
212.995224953	20.0	M[1,0]	0.0811339198436
217.201581001	20.0	M[0,0]	0.0850439882698
221.395769835	20.0	M[0,1]	0.0830889540567
225.299114943	20.0	M[0,2]	0.0821114369501
229.501513004	20.0	M[0,3]	0.0830889540567
239.13477993	25.0	M[1,1]	0.0840664711632
243.03813982	25.0	M[2,1]	0.0840664711632
246.920933008	25.0	M[2,2]	0.0821114369501
250.816007853	25.0	M[1,2]	0.0840664711632
255.022395849	25.0	M[1,3]	0.0860215053763
258.929889917	25.0	M[2,3]	0.0811339198436
263.140452862	25.0	M[3,3]	0.0830889540567
267.338642836	25.0	M[3,2]	0.0850439882698
271.217407942	25.0	M[3,1]	0.0830889540567
275.411541939	25.0	M[3,0]	0.0821114369501
279.605677843	25.0	M[2,0]	0.0830889540567
283.500880957	25.0	M[1,0]	0.0860215053763
287.698969841	25.0	M[0,0]	0.0850439882698
291.897176027	25.0	M[0,1]	0.0830889540567
295.77600193	25.0	M[0,2]	0.0850439882698
299.986474037	25.0	M[0,3]	0.0879765395894
309.615722895	30.0	M[1,1]	0.0879765395894
313.502697945	30.0	M[2,1]	0.0860215053763
317.385743856	30.0	M[2,2]	0.088954056696
321.292891026	30.0	M[1,2]	0.0860215053763
325.499382973	30.0	M[1,3]	0.0840664711632
329.402712822	30.0	M[2,3]	0.0850439882698
333.609076977	30.0	M[3,3]	0.0860215053763
337.803130865	30.0	M[3,2]	0.0840664711632
341.669580936	30.0	M[3,1]	0.080156402737
345.867812872	30.0	M[3,0]	0.0811339198436
350.078292847	30.0	M[2,0]	0.0860215053763
353.973498821	30.0	M[1,0]	0.0860215053763
358.17995882	30.0	M[0,0]	0.0860215053763
362.378187895	30.0	M[0,1]	0.0830889540567
366.260942936	30.0	M[0,2]	0.0879765395894
370.455097914	30.0	M[0,3]	0.0879765395894
380.076154947	35.0	M[1,1]	0.0879765395894
383.975461006	35.0	M[2,1]	0.0850439882698
387.850097895	35.0	M[2,2]	0.0811339198436
391.728822947	35.0	M[1,2]	0.0879765395894
395.935261965	35.0	M[1,3]	0.0830889540567
399.830370903	35.0	M[2,3]	0.0860215053763
404.036811829	35.0	M[3,3]	0.0830889540567
408.239133835	35.0	M[3,2]	0.0869990224829
412.121975899	35.0	M[3,1]	0.0811339198436
416.328383923	35.0	M[3,0]	0.0840664711632
420.546983957	35.0	M[2,0]	0.0879765395894
424.442196846	35.0	M[1,0]	0.0860215053763
428.660897017	35.0	M[0,0]	0.0879765395894
432.863240957	35.0	M[0,1]	0.0791788856305
436.733769894	35.0	M[0,2]	0.0811339198436
440.936156034	35.0	M[0,3]	0.0830889540567
450.557219028	40.0	M[1,1]	0.0830889540567
