Your edit line - do NOT delete this line
Inpl ang.[dg], B[row,column], Bvals(1023=5V), M[row,column], Mvals
20.0	B[1,1]	87	M[1,1]	258.411995441
20.0	B[2,1]	83	M[2,1]	182.449709166
20.0	B[2,2]	0	M[2,2]	-238.873619378
20.0	B[1,2]	0	M[1,2]	-338.327799611
20.0	B[1,3]	0	M[1,3]	-218.621561532
20.0	B[2,3]	0	M[2,3]	-154.355993617
20.0	B[3,3]	0	M[3,3]	25.5458877742
20.0	B[3,2]	0	M[3,2]	39.5335388658
20.0	B[3,1]	0	M[3,1]	-30.1953923884
20.0	B[3,0]	0	M[3,0]	20.560904747
20.0	B[2,0]	0	M[2,0]	-124.235215858
20.0	B[1,0]	0	M[1,0]	-175.960105284
20.0	B[0,0]	0	M[0,0]	-188.402391695
20.0	B[0,1]	0	M[0,1]	276.684524059
20.0	B[0,2]	0	M[0,2]	-362.251241671
20.0	B[0,3]	0	M[0,3]	-234.080475244
