Your edit line - do NOT delete this line
Elapsed time [s], B[i][row,column], Voltage [V]
16.1583781242	B0[1,1]	0.0684261974585
20.0289030075	B0[2,1]	0.0684261974585
23.8994400501	B0[2,2]	0.0684261974585
27.7822780609	B0[1,2]	0.0664711632454
31.9682421684	B0[1,3]	0.0654936461388
35.8469731808	B0[2,3]	0.0684261974585
40.0287070274	B0[3,3]	0.0703812316716
44.2188270092	B0[3,2]	0.0645161290323
48.0852751732	B0[3,1]	0.0664711632454
52.2794671059	B0[3,0]	0.0684261974585
56.4735891819	B0[2,0]	0.0684261974585
60.3440060616	B0[1,0]	0.0664711632454
64.5341501236	B0[0,0]	0.0684261974585
68.728290081	B0[0,1]	0.0684261974585
72.6029629707	B0[0,2]	0.0625610948192
76.7847831249	B0[0,3]	0.0664711632454
92.9468779564	B1[1,1]	0.0723362658847
96.821570158	B1[2,1]	0.0654936461388
100.708498001	B1[2,2]	0.0645161290323
104.570842028	B1[1,2]	0.0664711632454
108.764981985	B1[1,3]	0.0625610948192
112.639655113	B1[2,3]	0.0664711632454
116.837780952	B1[3,3]	0.0684261974585
121.015540123	B1[3,2]	0.0664711632454
124.886152029	B1[3,1]	0.0703812316716
129.063909054	B1[3,0]	0.0684261974585
133.257975101	B1[2,0]	0.0645161290323
137.140745163	B1[1,0]	0.0684261974585
141.33079195	B1[0,0]	0.0684261974585
145.529105186	B1[0,1]	0.0664711632454
149.399641037	B1[0,2]	0.0664711632454
153.585638046	B1[0,3]	0.0713587487781
166.143438101	B2[1,1]	0.0703812316716
170.005789042	B2[2,1]	0.0625610948192
173.888637066	B2[2,2]	0.069403714565
177.775580168	B2[1,2]	0.0664711632454
181.977904081	B2[1,3]	0.0674486803519
185.856616974	B2[2,3]	0.0664711632454
190.046681166	B2[3,3]	0.0674486803519
194.253066063	B2[3,2]	0.0684261974585
198.127603054	B2[3,1]	0.0674486803519
202.305456161	B2[3,0]	0.0664711632454
206.511876106	B2[2,0]	0.0664711632454
210.398853064	B2[1,0]	0.0664711632454
214.584738016	B2[0,0]	0.0635386119257
218.77889204	B2[0,1]	0.0684261974585
222.657624006	B2[0,2]	0.0664711632454
226.839468956	B2[0,3]	0.0664711632454
242.989331007	B3[1,1]	0.0684261974585
246.859851122	B3[2,1]	0.069403714565
250.734548092	B3[2,2]	0.0645161290323
254.609143972	B3[1,2]	0.0674486803519
258.799201012	B3[1,3]	0.0654936461388
262.669759035	B3[2,3]	0.0664711632454
266.855612993	B3[3,3]	0.0635386119257
271.058003187	B3[3,2]	0.0664711632454
274.924467087	B3[3,1]	0.0664711632454
279.114508152	B3[3,0]	0.0664711632454
283.304495096	B3[2,0]	0.0733137829912
287.17497015	B3[1,0]	0.0664711632454
291.361024141	B3[0,0]	0.0703812316716
295.563330173	B3[0,1]	0.0703812316716
299.429785967	B3[0,2]	0.0684261974585
303.615873098	B3[0,3]	0.0664711632454
