Your edit line - do NOT delete this line
Wavelength [nm], Voltage [mV], Raw output [bit step], Elapsed time [s]
1000	253.76344086	236	5.39100003242
1010	263.440860215	245	11.0940001011
1020	274.193548387	255	16.8120000362
1030	283.870967742	264	22.5160000324
1040	292.47311828	272	28.2190001011
1050	303.225806452	282	33.9219999313
1060	311.827956989	290	39.625
1070	319.35483871	297	45.3280000687
1080	326.88172043	304	51.0160000324
1090	333.333333333	310	56.7030000687
1100	339.784946237	316	62.3910000324
1110	345.161290323	321	68.0780000687
1120	350.537634409	326	73.7660000324
1130	354.838709677	330	79.4530000687
1140	360.215053763	335	85.1560001373
1150	364.516129032	339	90.8589999676
1160	367.741935484	342	96.5620000362
1170	369.892473118	344	102.25
1180	370.967741935	345	107.937000036
1190	373.11827957	347	113.625
1200	375.268817204	349	119.312000036
